target,pid,bid,env,checkout,compile,check_classfiles,gzoltar_exec_time,gzoltar_executed_tests,gzoltar_failing_tests,gzoltar_fl,flacoco_exec_time,flacoco_executed_tests,flacoco_failing_tests,flacoco_fl
1.8,Lang,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,62,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,45,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,19,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,6,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,33,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,44,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,22,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,11,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,59,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,57,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,7,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,49,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,34,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,36,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,40,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,48,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,37,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,54,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,8,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,10,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,58,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,15,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,16,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,1,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,17,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,51,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,56,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,4,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,32,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,43,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,65,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,30,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,42,True,True,False,False,,False,False,False,,False,False,False
1.8,Lang,61,True,True,False,False,,False,False,False,,False,False,False
1.8,Compress,23,True,True,True,True,8.32,False,False,False,9.77,False,True,True
1.8,Compress,26,True,True,True,True,7.558,False,False,False,11.211,False,True,True
1.8,Compress,46,True,True,True,True,1.281,False,False,False,26.35,False,True,True
1.8,Compress,3,True,True,True,True,6.544,False,True,True,2.58,False,True,True
1.8,Compress,21,True,True,True,True,19.2,False,False,True,13.652,False,False,True
1.8,Compress,12,True,True,True,True,,False,False,False,6.595,False,True,True
1.8,Compress,20,True,True,True,True,16.197,False,False,True,8.631,False,False,True
1.8,Compress,41,True,True,True,True,33.005,False,False,True,15.533,False,False,True
1.8,Compress,9,True,True,True,True,9.157,False,False,False,5.306,False,True,True
1.8,Compress,27,True,True,True,True,19.197,False,False,True,11.528,False,True,True
1.8,Compress,47,True,True,True,True,40.241,False,False,True,,False,False,False
1.8,Compress,13,True,True,True,True,11.913,False,False,True,7.061,False,True,True
1.8,Compress,24,True,True,True,True,14.925,False,False,False,13.308,False,True,True
1.8,Compress,14,True,True,True,True,,False,False,False,7.503,False,True,True
1.8,Compress,38,True,True,True,True,,False,False,False,17.861,False,False,True
1.8,Compress,18,True,True,True,True,6.11,False,False,False,8.603,False,True,True
1.8,Compress,29,True,True,True,True,24.174,False,False,True,14.46,False,True,True
1.8,Compress,5,True,True,True,True,6.343,False,True,True,3.261,False,True,True
1.8,Compress,31,True,True,True,True,24.2,False,False,True,16.417,False,True,True
1.8,Compress,39,True,True,True,True,30.039,False,False,True,13.63,False,False,True
1.8,Compress,35,True,True,True,True,26.442,False,False,True,18.544,False,False,True
1.8,Compress,28,True,True,True,True,17.625,False,False,True,10.562,False,True,True
1.8,Compress,2,True,True,True,True,5.737,False,True,True,2.675,False,True,True
1.8,Compress,25,True,True,True,True,23.035,False,False,True,10.318,False,True,True
1.8,Compress,45,True,True,True,True,14.649,False,False,False,26.207,False,False,True
1.8,Compress,19,True,True,True,True,,False,False,False,8.951,False,False,True
1.8,Compress,6,True,True,True,True,7.765,False,True,True,3.537,False,True,True
1.8,Compress,33,True,True,True,True,26.629,False,False,True,18.372,False,True,True
1.8,Compress,44,True,True,True,True,43.4,False,False,True,26.119,False,False,True
1.8,Compress,22,True,True,True,True,18.443,False,False,True,10.685,False,True,True
1.8,Compress,11,True,True,True,True,10.633,False,False,True,5.198,False,True,True
1.8,Compress,7,True,True,True,True,8.755,False,True,True,3.738,False,True,True
1.8,Compress,34,True,True,True,True,25.185,False,False,True,15.15,False,True,True
1.8,Compress,36,True,True,True,True,27.865,False,False,True,15.762,False,False,True
1.8,Compress,40,True,True,True,True,31.638,False,False,True,15.58,False,False,True
1.8,Compress,37,True,True,True,True,29.399,False,False,True,14.565,False,False,True
1.8,Compress,8,True,True,True,True,6.763,False,True,True,3.29,False,True,True
1.8,Compress,10,True,True,True,True,10.3,False,False,True,5.945,False,True,True
1.8,Compress,15,True,True,True,True,12.855,False,False,True,6.474,False,True,True
1.8,Compress,16,True,True,True,True,13.695,False,False,True,5.539,False,True,True
1.8,Compress,1,True,True,True,True,3.844,False,True,True,3.313,False,True,True
1.8,Compress,17,True,True,True,True,11.307,False,False,True,5.675,False,True,True
1.8,Compress,4,True,True,True,True,5.587,False,True,True,6.496,False,True,True
1.8,Compress,32,True,True,True,True,26.555,False,False,True,16.879,False,True,True
1.8,Compress,43,True,True,True,True,45.414,False,False,True,22.687,False,False,True
1.8,Compress,30,True,True,True,True,26.41,False,False,True,16.921,False,True,True
1.8,Compress,42,True,True,True,True,38.0,False,False,True,22.575,False,False,True
1.8,JxPath,3,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,21,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,12,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,20,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,9,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,13,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,14,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,18,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,5,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,2,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,19,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,6,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,22,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,11,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,7,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,8,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,10,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,15,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,16,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,1,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,17,True,True,True,False,,False,False,False,,False,False,False
1.8,JxPath,4,True,True,True,False,,False,False,False,,False,False,False
1.8,JacksonCore,23,True,True,True,True,,False,False,False,23.034,False,True,True
1.8,JacksonCore,26,True,True,True,True,,False,False,False,22.741,False,True,True
1.8,JacksonCore,3,True,True,True,True,6.065,False,False,False,9.097,False,True,True
1.8,JacksonCore,21,True,True,True,True,,False,False,False,18.431,True,True,True
1.8,JacksonCore,12,True,True,True,True,27.205,True,True,True,9.853,True,True,True
1.8,JacksonCore,20,True,True,True,True,43.172,True,True,True,16.16,True,True,True
1.8,JacksonCore,9,True,True,True,True,33.601,True,True,True,10.348,True,True,True
1.8,JacksonCore,13,True,True,True,True,,False,False,False,11.695,True,True,True
1.8,JacksonCore,24,True,True,True,True,67.755,False,True,True,31.611,False,True,True
1.8,JacksonCore,14,True,True,True,True,33.681,True,True,True,13.122,True,True,True
1.8,JacksonCore,18,True,True,True,True,34.472,True,True,True,12.359,True,True,True
1.8,JacksonCore,5,True,True,True,True,16.818,False,False,False,13.292,True,True,True
1.8,JacksonCore,2,True,True,True,True,,False,False,False,9.441,True,True,True
1.8,JacksonCore,25,True,True,True,True,32.023,False,False,False,27.575,False,True,True
1.8,JacksonCore,19,True,True,True,True,,False,False,False,12.05,True,True,True
1.8,JacksonCore,6,True,True,True,True,23.727,True,True,True,10.946,True,True,True
1.8,JacksonCore,22,True,True,True,True,57.116,True,True,True,18.203,True,True,True
1.8,JacksonCore,11,True,True,True,True,33.904,True,True,True,13.919,True,True,True
1.8,JacksonCore,7,True,True,True,True,26.057,True,True,True,11.214,True,True,True
1.8,JacksonCore,8,True,True,True,True,27.61,True,True,True,10.088,True,True,True
1.8,JacksonCore,10,True,True,True,True,34.799,True,True,True,14.904,True,True,True
1.8,JacksonCore,15,True,True,True,True,34.531,True,True,True,10.954,True,True,True
1.8,JacksonCore,16,True,True,True,True,45.856,True,True,True,14.148,True,True,True
1.8,JacksonCore,1,True,True,True,True,21.406,False,True,True,9.953,False,True,True
1.8,JacksonCore,17,True,True,True,True,19.332,False,False,False,13.351,True,True,True
1.8,JacksonCore,4,True,True,True,True,,False,False,False,10.501,True,True,True
1.8,Gson,13,True,True,True,True,49.578,False,False,True,18.754,False,False,True
1.8,Gson,6,True,True,True,True,43.756,True,False,True,19.024,False,False,True
1.8,Gson,14,True,True,True,True,50.202,False,False,True,54.87,False,False,True
1.8,Gson,8,True,True,True,True,47.927,True,False,True,19.431,False,False,True
1.8,Gson,10,True,True,True,True,47.584,True,False,True,19.363,False,False,True
1.8,Gson,11,True,True,True,True,45.185,False,False,True,20.566,False,False,True
1.8,Gson,15,True,True,True,True,44.507,False,False,True,20.029,False,False,True
1.8,Gson,1,True,True,True,True,25.491,True,False,True,13.78,True,False,True
1.8,Gson,3,True,True,True,True,44.271,True,False,True,17.151,False,False,True
1.8,Gson,7,True,True,True,True,43.113,True,False,True,20.53,False,False,True
1.8,Gson,16,True,True,True,True,47.715,False,False,True,19.603,False,False,True
1.8,Gson,4,True,True,True,True,47.121,True,False,True,20.38,False,False,True
1.8,Gson,5,True,True,True,True,44.166,True,False,True,18.073,False,False,True
1.8,Gson,12,True,True,True,True,48.495,False,False,True,19.173,False,False,True
1.8,Gson,17,True,True,True,True,44.766,False,False,True,19.633,False,False,True
1.8,Gson,18,True,True,True,True,48.861,False,False,True,22.41,False,False,True
1.8,Gson,2,True,True,True,True,37.836,False,False,False,17.453,False,False,True
1.8,Gson,9,True,True,True,True,,False,False,False,19.398,False,False,True
1.8,Chart,23,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,26,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,3,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,21,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,12,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,20,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,9,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,13,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,24,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,14,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,18,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,5,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,2,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,19,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,6,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,22,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,11,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,7,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,8,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,10,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,15,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,16,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,1,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,17,True,True,False,False,,False,False,False,,False,False,False
1.8,Chart,4,True,True,False,False,,False,False,False,,False,False,False
1.8,Jsoup,26,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,80,True,True,True,True,47.43,False,False,False,13.534,False,True,True
1.8,Jsoup,3,True,True,True,True,3.387,False,False,False,,False,False,False
1.8,Jsoup,21,True,True,True,True,13.222,False,False,True,,False,False,False
1.8,Jsoup,12,True,True,True,True,12.701,False,False,True,,False,False,False
1.8,Jsoup,41,True,True,True,True,37.942,False,False,False,,False,False,False
1.8,Jsoup,69,True,True,True,True,,False,False,False,9.954,False,True,True
1.8,Jsoup,24,True,True,True,True,17.402,False,False,True,,False,False,False
1.8,Jsoup,28,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,2,True,True,True,True,2.928,False,False,False,,False,False,False
1.8,Jsoup,19,True,True,True,True,15.056,False,False,True,,False,False,False
1.8,Jsoup,6,True,True,True,True,10.408,False,False,True,,False,False,False
1.8,Jsoup,33,True,True,True,True,34.225,True,True,True,,False,False,False
1.8,Jsoup,66,True,True,True,True,,False,False,False,9.319,False,True,True
1.8,Jsoup,81,True,True,True,True,33.26,False,False,False,10.795,False,True,True
1.8,Jsoup,8,True,True,True,True,8.178,False,False,False,,False,False,False
1.8,Jsoup,10,True,True,True,True,8.793,False,False,True,,False,False,False
1.8,Jsoup,16,True,True,True,True,13.428,False,False,True,,False,False,False
1.8,Jsoup,17,True,True,True,True,14.424,False,False,True,,False,False,False
1.8,Jsoup,83,True,True,True,True,53.653,False,False,False,11.995,False,True,True
1.8,Jsoup,43,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,65,True,True,True,True,56.316,True,False,True,8.934,False,True,True
1.8,Jsoup,42,True,True,True,True,41.186,True,False,True,,False,False,False
1.8,Jsoup,74,True,True,True,True,59.238,False,True,True,10.106,False,True,True
1.8,Jsoup,87,True,True,True,True,63.923,False,True,True,11.359,False,True,True
1.8,Jsoup,85,True,True,True,True,,False,False,False,11.731,False,True,True
1.8,Jsoup,55,True,True,True,True,16.376,False,False,False,9.236,True,False,True
1.8,Jsoup,20,True,True,True,True,15.619,False,False,True,,False,False,False
1.8,Jsoup,9,True,True,True,True,10.983,False,False,True,,False,False,False
1.8,Jsoup,92,True,True,True,True,72.769,False,True,True,11.579,False,True,True
1.8,Jsoup,72,True,True,True,True,58.182,False,True,True,13.438,False,True,True
1.8,Jsoup,53,True,True,True,True,47.776,True,False,True,,False,False,False
1.8,Jsoup,67,True,True,True,True,96.313,False,True,True,46.76,False,True,True
1.8,Jsoup,90,True,True,True,True,64.815,False,True,True,11.377,False,True,True
1.8,Jsoup,18,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,29,True,True,True,True,29.057,True,True,True,,False,False,False
1.8,Jsoup,5,True,True,True,True,8.998,False,False,True,,False,False,False
1.8,Jsoup,39,True,True,True,True,26.798,True,True,True,,False,False,False
1.8,Jsoup,52,True,True,True,True,36.991,True,False,True,,False,False,False
1.8,Jsoup,86,True,True,True,True,66.788,False,True,True,11.561,False,True,True
1.8,Jsoup,76,True,True,True,True,61.55,False,True,True,11.453,False,True,True
1.8,Jsoup,59,True,True,True,True,50.258,True,False,True,11.467,True,False,True
1.8,Jsoup,11,True,True,True,True,12.912,False,False,True,,False,False,False
1.8,Jsoup,57,True,True,True,True,50.307,True,False,True,8.946,True,False,True
1.8,Jsoup,7,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,49,True,True,True,True,33.209,True,False,True,,False,False,False
1.8,Jsoup,48,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,37,True,True,True,True,35.868,True,True,True,,False,False,False
1.8,Jsoup,1,True,True,True,True,3.456,False,False,True,,False,False,False
1.8,Jsoup,91,True,True,True,True,,False,False,False,12.634,False,True,True
1.8,Jsoup,61,True,True,True,True,,False,False,False,9.84,True,False,True
1.8,Jsoup,23,True,True,True,True,15.89,False,False,True,,False,False,False
1.8,Jsoup,93,True,True,True,True,53.91,False,False,False,13.398,False,True,True
1.8,Jsoup,46,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,71,True,True,True,True,,False,False,False,12.323,False,True,True
1.8,Jsoup,68,True,True,True,True,60.276,False,True,True,27.307,False,True,True
1.8,Jsoup,63,True,True,True,True,53.634,True,False,True,8.413,True,False,True
1.8,Jsoup,27,True,True,True,True,26.653,True,True,True,,False,False,False
1.8,Jsoup,47,True,True,True,True,44.811,False,False,False,,False,False,False
1.8,Jsoup,60,True,True,True,True,,False,False,False,10.154,True,False,True
1.8,Jsoup,75,True,True,True,True,67.241,False,True,True,9.848,False,True,True
1.8,Jsoup,14,True,True,True,True,10.407,False,False,True,,False,False,False
1.8,Jsoup,38,True,True,True,True,35.025,True,True,True,,False,False,False
1.8,Jsoup,70,True,True,True,True,,False,False,False,9.815,False,True,True
1.8,Jsoup,25,True,True,True,True,28.369,True,True,True,,False,False,False
1.8,Jsoup,77,True,True,True,True,61.803,False,True,True,11.48,False,True,True
1.8,Jsoup,44,True,True,True,True,43.749,True,False,True,,False,False,False
1.8,Jsoup,73,True,True,True,True,58.632,False,True,True,10.448,False,True,True
1.8,Jsoup,58,True,True,True,True,51.289,True,False,True,9.036,True,False,True
1.8,Jsoup,88,True,True,True,True,60.723,False,True,True,11.773,False,True,True
1.8,Jsoup,51,True,True,True,True,45.634,True,False,True,,False,False,False
1.8,Jsoup,32,True,True,True,True,30.693,True,True,True,,False,False,False
1.8,Jsoup,64,True,True,True,True,53.508,True,False,True,9.114,True,False,True
1.8,Jsoup,30,True,True,True,True,29.419,True,True,True,,False,False,False
1.8,Jsoup,50,True,True,True,True,41.093,True,False,True,,False,False,False
1.8,Jsoup,78,True,True,True,True,64.095,False,False,False,12.883,False,True,True
1.8,Jsoup,89,True,True,True,True,64.217,False,True,True,13.488,False,True,True
1.8,Jsoup,13,True,True,True,True,13.662,False,False,True,,False,False,False
1.8,Jsoup,31,True,True,True,True,29.979,True,True,True,,False,False,False
1.8,Jsoup,35,True,True,True,True,,False,False,False,,False,False,False
1.8,Jsoup,62,True,True,True,True,53.365,True,False,True,8.965,True,False,True
1.8,Jsoup,45,True,True,True,True,43.195,True,False,True,,False,False,False
1.8,Jsoup,84,True,True,True,True,61.409,False,False,False,14.441,False,True,True
1.8,Jsoup,22,True,True,True,True,8.821,False,False,False,,False,False,False
1.8,Jsoup,79,True,True,True,True,,False,False,False,13.164,False,True,True
1.8,Jsoup,82,True,True,True,True,,False,False,False,11.047,False,True,True
1.8,Jsoup,34,True,True,True,True,36.097,True,True,True,,False,False,False
1.8,Jsoup,36,True,True,True,True,31.541,True,True,True,,False,False,False
1.8,Jsoup,40,True,True,True,True,28.012,False,False,False,,False,False,False
1.8,Jsoup,54,True,True,True,True,,False,False,False,10.083,True,False,True
1.8,Jsoup,15,True,True,True,True,14.346,False,False,True,,False,False,False
1.8,Jsoup,56,True,True,True,True,39.901,False,False,False,8.8,True,False,True
1.8,Jsoup,4,True,True,True,True,,False,False,False,,False,False,False
1.8,Math,95,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,26,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,99,True,True,True,True,51.365,False,False,True,28.102,False,False,True
1.8,Math,80,True,True,True,True,90.31,False,False,True,46.33,False,False,True
1.8,Math,3,True,True,True,True,,False,False,False,262.582,False,True,True
1.8,Math,21,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,12,True,True,True,True,,False,False,False,598.768,False,True,True
1.8,Math,41,True,True,True,True,250.084,False,True,True,102.366,False,True,True
1.8,Math,69,True,True,True,True,100.404,False,False,True,47.504,False,False,True
1.8,Math,24,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,103,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,28,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,2,True,True,True,True,464.583,False,False,True,230.824,False,True,True
1.8,Math,102,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,19,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,6,True,True,True,True,,False,False,False,653.305,False,True,True
1.8,Math,33,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,66,True,True,True,True,107.046,False,False,True,49.607,False,False,True
1.8,Math,81,True,True,True,True,,False,False,False,45.99,False,False,True
1.8,Math,8,True,True,True,True,,False,False,False,603.635,False,True,True
1.8,Math,10,True,True,True,True,,False,False,False,586.048,False,True,True
1.8,Math,16,True,True,True,True,,False,False,False,318.704,False,True,True
1.8,Math,17,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,83,True,True,True,True,83.728,False,False,True,44.163,False,False,True
1.8,Math,43,True,True,True,True,,False,False,False,117.06,False,True,True
1.8,Math,65,True,True,True,True,112.88,False,False,True,50.115,False,False,True
1.8,Math,42,True,True,True,True,263.158,False,True,True,108.988,False,True,True
1.8,Math,74,True,True,True,True,86.326,False,True,True,45.342,False,False,True
1.8,Math,87,True,True,True,True,34.94,False,False,False,35.183,False,False,True
1.8,Math,85,True,True,True,True,,False,False,False,41.282,False,False,True
1.8,Math,55,True,True,True,True,,False,False,False,67.731,False,True,True
1.8,Math,20,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,9,True,True,True,True,,False,False,False,611.396,False,True,True
1.8,Math,92,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,105,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,72,True,True,True,True,,False,False,False,42.772,False,False,True
1.8,Math,53,True,True,True,True,73.727,False,False,False,89.851,False,True,True
1.8,Math,67,True,True,True,True,,False,False,False,48.329,False,False,True
1.8,Math,90,True,True,True,True,62.374,False,False,True,35.608,False,False,True
1.8,Math,18,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,29,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,5,True,True,True,True,52.702,False,False,False,636.67,False,True,True
1.8,Math,39,True,True,True,True,11.072,False,False,False,119.951,False,True,True
1.8,Math,52,True,True,True,True,,False,False,False,92.398,False,True,True
1.8,Math,86,True,True,True,True,79.289,False,False,True,35.349,False,False,True
1.8,Math,76,True,True,True,True,92.203,False,False,True,48.26,False,False,True
1.8,Math,59,True,True,True,True,73.177,False,False,False,66.105,False,True,True
1.8,Math,11,True,True,True,True,,False,False,False,592.716,False,True,True
1.8,Math,57,True,True,True,True,,False,False,False,87.332,False,True,True
1.8,Math,7,True,True,True,True,,False,False,False,637.671,False,True,True
1.8,Math,49,True,True,True,True,,False,False,False,101.712,False,True,True
1.8,Math,48,True,True,True,True,,False,False,False,99.773,False,True,True
1.8,Math,37,True,True,True,True,,False,False,False,303.982,False,True,True
1.8,Math,1,True,True,True,True,,False,False,False,252.18,False,True,True
1.8,Math,91,True,True,True,True,61.82,False,False,True,28.333,False,False,True
1.8,Math,94,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,61,True,True,True,True,,False,False,False,66.363,False,True,True
1.8,Math,23,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,93,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,96,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,46,True,True,True,True,,False,False,False,94.9,False,True,True
1.8,Math,71,True,True,True,True,63.79,False,False,False,43.351,False,False,True
1.8,Math,68,True,True,True,True,,False,False,False,48.388,False,False,True
1.8,Math,63,True,True,True,True,,False,False,False,57.2,False,True,True
1.8,Math,27,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,47,True,True,True,True,,False,False,False,100.249,False,True,True
1.8,Math,60,True,True,True,True,,False,False,False,59.597,False,True,True
1.8,Math,75,True,True,True,True,91.927,False,False,True,47.895,False,False,True
1.8,Math,106,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,14,True,True,True,True,,False,False,False,654.45,False,True,True
1.8,Math,38,True,True,True,True,33.051,False,False,False,124.529,False,True,True
1.8,Math,70,True,True,True,True,,False,False,False,54.37,False,False,True
1.8,Math,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,77,True,True,True,True,94.524,False,False,True,50.84,False,False,True
1.8,Math,101,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,44,True,True,True,True,,False,False,False,123.244,False,True,True
1.8,Math,98,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,73,True,True,True,True,90.051,False,False,True,50.068,False,False,True
1.8,Math,58,True,True,True,True,,False,False,False,75.003,False,True,True
1.8,Math,88,True,True,True,True,,False,False,False,45.098,False,False,True
1.8,Math,51,True,True,True,True,,False,False,False,112.049,False,True,True
1.8,Math,32,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,64,True,True,True,True,72.547,False,False,False,53.542,False,False,True
1.8,Math,30,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,50,True,True,True,True,,False,False,False,108.407,False,True,True
1.8,Math,78,True,True,True,True,83.392,False,False,True,50.046,False,False,True
1.8,Math,89,True,True,True,True,57.062,False,False,True,31.144,False,False,True
1.8,Math,100,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,13,True,True,True,True,,False,False,False,583.133,False,True,True
1.8,Math,97,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,31,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,35,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,62,True,True,True,True,370.948,False,False,False,62.73,False,True,True
1.8,Math,45,True,True,True,True,,False,False,False,106.462,False,True,True
1.8,Math,84,True,True,True,True,82.182,False,False,True,44.266,False,False,True
1.8,Math,104,True,True,True,False,,False,False,False,,False,False,False
1.8,Math,22,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,79,True,True,True,True,89.694,False,False,True,51.378,False,False,True
1.8,Math,82,True,True,True,True,88.612,False,False,True,44.372,False,False,True
1.8,Math,34,True,True,False,False,,False,False,False,,False,False,False
1.8,Math,36,True,True,True,True,4.007,False,False,False,317.479,False,True,True
1.8,Math,40,True,True,True,True,,False,False,False,110.441,False,True,True
1.8,Math,54,True,True,True,True,129.16,False,False,False,83.128,False,True,True
1.8,Math,15,True,True,True,True,,False,False,False,352.9,False,True,True
1.8,Math,56,True,True,True,True,,False,False,False,78.965,False,True,True
1.8,Math,4,True,True,True,True,,False,False,False,247.238,False,True,True
1.8,Collections,25,True,True,False,False,,False,False,False,,False,False,False
1.8,Collections,28,True,True,False,False,,False,False,False,,False,False,False
1.8,Collections,27,True,True,False,False,,False,False,False,,False,False,False
1.8,Collections,26,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,13,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,6,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,14,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,8,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,10,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,11,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,15,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,1,True,True,True,True,3.991,False,False,False,2.904,False,True,True
1.8,Codec,3,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,7,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,16,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,4,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,5,True,True,False,False,,False,False,False,,False,False,False
1.8,Codec,12,True,True,False,False,,False,False,False,,False,False,False
